"X","Y","Species","Diam","Field","PLOT","Growth.mm.yr"
"1475876.711","4454074.035","ACMO","0.7","5","11","1.63"
"1475876.953","4454074.353","QUPU","1.2","5","11","5.48"
"1475877.195","4454074.672","QUPU","1.8","5","11","5.13"
"1475877.438","4454074.99","ACMO","0.7","5","11","1.98"
"1475877.68","4454075.308","QUPU","1.2","5","11","2.33"
"1475877.922","4454075.626","ACMO","1.1","5","11","1.98"
"1475878.165","4454075.945","ACMO","0.9","5","11","1.98"
"1475876.15","4454073.959","QUPU","2.3","5","11","13.53"
"1475876.393","4454074.277","QUPU","1.4","5","11","3.73"
"1475876.635","4454074.596","QUPU","1.3","5","11","6.18"
"1475876.877","4454074.914","ACMO","1","5","11","1.28"
"1475877.119","4454075.232","ACMO","0.9","5","11","2.33"
"1475877.362","4454075.55","QUPU","0.9","5","11","3.38"
"1475877.604","4454075.869","ACMO","0.6","5","11","1.28"
"1475877.846","4454076.187","QUPU","1.6","5","11","7.93"
"1475875.832","4454074.201","ACMO","0.8","5","11","1.98"
"1475876.074","4454074.52","QUPU","1.1","5","11","4.78"
"1475876.317","4454074.838","QUPU","1.5","5","11","4.43"
"1475876.559","4454075.156","QUPU","1","5","11","4.43"
"1475876.801","4454075.474","QUPU","0.7","5","11","1.63"
"1475877.043","4454075.793","QUPU","1.2","5","11","4.43"
"1475877.286","4454076.111","ACMO","1.1","5","11","0.93"
"1475877.528","4454076.429","ACMO","0.9","5","11","1.28"
"1475875.514","4454074.444","ACMO","0.7","5","11","1.28"
"1475875.756","4454074.762","ACMO","0.6","5","11","1.28"
"1475875.998","4454075.08","ACMO","0.8","5","11","1.63"
"1475876.241","4454075.398","ACMO","1","5","11","0.58"
"1475876.483","4454075.717","ACMO","1.1","5","11","0.67"
"1475876.725","4454076.035","ACMO","0.7","5","11","2.33"
"1475876.967","4454076.353","ACMO","0.6","5","11","1.28"
"1475877.21","4454076.672","QUPU","1.7","5","11","4.43"
"1475875.195","4454074.686","QUPU","2.7","5","11","4.78"
"1475875.438","4454075.004","QUPU","0.9","5","11","3.38"
"1475875.68","4454075.322","QUPU","0.9","5","11","5.13"
"1475875.922","4454075.641","ACMO","0.9","5","11","0.58"
"1475876.165","4454075.959","ACMO","0.9","5","11","1.63"
"1475876.407","4454076.277","QUPU","1.6","5","11","7.58"
"1475876.649","4454076.596","QUPU","0.9","5","11","5.48"
"1475876.891","4454076.914","QUPU","1.9","5","11","6.18"
"1475874.877","4454074.928","ACMO","1","5","11","3.38"
"1475875.119","4454075.246","ACMO","0.9","5","11","1.63"
"1475875.362","4454075.565","QUPU","1.2","5","11","5.83"
"1475875.604","4454075.883","QUPU","1","5","11","0.58"
"1475875.846","4454076.201","ACMO","0.7","5","11","0.93"
"1475876.089","4454076.52","QUPU","1.1","5","11","5.48"
"1475876.331","4454076.838","ACMO","0.6","5","11","0.93"
"1475876.573","4454077.156","ACMO","0.5","5","11","2.33"
"1475874.559","4454075.17","ACMO","0.9","5","11","3.73"
"1475874.801","4454075.489","ACMO","0.7","5","11","2.68"
"1475875.043","4454075.807","ACMO","1.3","5","11","2.68"
"1475875.286","4454076.125","QUPU","0.6","5","11","3.73"
"1475875.528","4454076.444","QUPU","1.7","5","11","6.18"
"1475875.77","4454076.762","ACMO","0.7","5","11","1.63"
"1475876.013","4454077.08","QUPU","2","5","11","7.58"
"1475876.255","4454077.398","QUPU","1.6","5","11","7.23"
"1475879.97","4454071.052","PILE","0.3","5","12","0.23"
"1475880.212","4454071.37","PILE","0.4","5","12","0.00"
"1475880.454","4454071.688","PILE","0.2","5","12","0.23"
"1475880.697","4454072.007","PILE","0.2","5","12","0.33"
"1475880.939","4454072.325","PILE","0.3","5","12","0.00"
"1475881.181","4454072.643","PILE","0.2","5","12","0.23"
"1475881.423","4454072.961","PILE","0.2","5","12","0.23"
"1475881.666","4454073.28","PILE","0.2","5","12","0.23"
"1475879.652","4454071.294","PILE","0.2","5","12","0.00"
"1475879.894","4454071.612","PILE","0.2","5","12","1.00"
"1475880.136","4454071.931","PILE","0.2","5","12","0.00"
"1475880.378","4454072.249","PILE","0.3","5","12","0.58"
"1475880.621","4454072.567","PILE","0.3","5","12","0.93"
"1475880.863","4454072.885","PILE","0.3","5","12","0.33"
"1475881.105","4454073.204","PILE","0.2","5","12","0.67"
"1475881.347","4454073.522","PILE","0.2","5","12","0.23"
"1475879.333","4454071.536","PILE","0.3","5","12","0.00"
"1475879.576","4454071.855","PILE","0.2","5","12","1.28"
"1475879.818","4454072.173","PILE","0.3","5","12","0.67"
"1475880.06","4454072.491","PILE","0.3","5","12","0.33"
"1475880.302","4454072.809","PILE","0.3","5","12","0.00"
"1475880.545","4454073.128","PILE","0.3","5","12","0.93"
"1475880.787","4454073.446","PILE","0.4","5","12","0.23"
"1475881.029","4454073.764","PILE","0.3","5","12","0.00"
"1475879.015","4454071.779","PILE","0.1","5","12","1.00"
"1475879.257","4454072.097","PILE","0.4","5","12","0.00"
"1475879.499","4454072.415","PILE","0.3","5","12","0.93"
"1475879.742","4454072.733","PILE","0.3","5","12","1.00"
"1475879.984","4454073.052","PILE","0.1","5","12","0.00"
"1475880.226","4454073.37","PILE","0.4","5","12","0.58"
"1475880.469","4454073.688","PILE","0.2","5","12","0.67"
"1475880.711","4454074.007","PILE","0.2","5","12","0.93"
"1475878.697","4454072.021","PILE","0.3","5","12","0.58"
"1475878.939","4454072.339","PILE","0.2","5","12","0.93"
"1475879.181","4454072.657","PILE","0.3","5","12","0.00"
"1475879.423","4454072.976","PILE","0.2","5","12","0.67"
"1475879.666","4454073.294","PILE","0.3","5","12","0.93"
"1475879.908","4454073.612","PILE","0.3","5","12","0.67"
"1475880.15","4454073.931","PILE","0.2","5","12","0.00"
"1475880.393","4454074.249","PILE","0.2","5","12","0.58"
"1475878.378","4454072.263","PILE","0.2","5","12","1.28"
"1475878.621","4454072.581","PILE","0.4","5","12","0.58"
"1475878.863","4454072.9","PILE","0.3","5","12","0.58"
"1475879.105","4454073.218","PILE","0.2","5","12","0.93"
"1475879.347","4454073.536","PILE","0.3","5","12","0.93"
"1475879.59","4454073.855","PILE","0.2","5","12","1.28"
"1475879.832","4454074.173","PILE","0.3","5","12","0.93"
"1475880.074","4454074.491","PILE","0.2","5","12","0.58"
"1475878.06","4454072.505","PILE","0.3","5","12","0.58"
"1475878.302","4454072.824","PILE","0.4","5","12","0.23"
"1475878.545","4454073.142","PILE","0.3","5","12","0.58"
"1475878.787","4454073.46","PILE","0.2","5","12","0.58"
"1475879.029","4454073.779","PILE","0.2","5","12","0.93"
"1475879.271","4454074.097","PILE","0.2","5","12","0.33"
"1475879.514","4454074.415","PILE","0.3","5","12","0.33"
"1475879.756","4454074.733","PILE","0.1","5","12","0.00"
"1475877.742","4454072.748","PILE","0.2","5","12","0.93"
"1475877.984","4454073.066","PILE","0.3","5","12","0.93"
"1475878.226","4454073.384","PILE","0.2","5","12","1.28"
"1475878.469","4454073.703","PILE","0.3","5","12","0.58"
"1475878.711","4454074.021","PILE","0.1","5","12","0.93"
"1475878.953","4454074.339","PILE","0.2","5","12","0.93"
"1475879.195","4454074.657","PILE","0.3","5","12","0.58"
"1475879.438","4454074.976","PILE","0.1","5","12","0.58"
"1475883.153","4454068.629","PIPE","3","5","13","22.98"
"1475883.395","4454068.947","ACMO","0.4","5","13","1.98"
"1475883.637","4454069.266","QUPU","1.7","5","13","2.68"
"1475883.88","4454069.584","PIPE","2.8","5","13","19.48"
"1475884.122","4454069.902","QUPU","1.2","5","13","2.00"
"1475884.364","4454070.22","PIPA","2.3","5","13","17.38"
"1475884.606","4454070.539","PIPA","2.2","5","13","13.53"
"1475884.849","4454070.857","QUPU","2","5","13","4.78"
"1475882.834","4454068.871","ACMO","0.8","5","13","1.28"
"1475883.077","4454069.19","FROR","1.4","5","13","1.28"
"1475883.319","4454069.508","QUPU","1.3","5","13","0.93"
"1475883.561","4454069.826","FROR","0.7","5","13","0.58"
"1475883.804","4454070.144","FROR","1.1","5","13","1.00"
"1475884.046","4454070.463","PIPA","3.3","5","13","20.88"
"1475884.288","4454070.781","FROR","1.4","5","13","2.68"
"1475884.53","4454071.099","PIHA","2.2","5","13","13.88"
"1475882.516","4454069.114","PIHA","1.7","5","13","10.38"
"1475882.758","4454069.432","PIPE","3.2","5","13","8.63"
"1475883.001","4454069.75","PIPE","2.6","5","13","12.83"
"1475883.243","4454070.068","ACMO","0.5","5","13","1.00"
"1475883.485","4454070.387","ACMO","0.4","5","13","0.33"
"1475883.728","4454070.705","QUPU","0.7","5","13","1.63"
"1475883.97","4454071.023","PIPE","2.4","5","13","10.03"
"1475884.212","4454071.342","PIPE","2.4","5","13","14.23"
"1475882.198","4454069.356","PIHA","2.9","5","13","21.23"
"1475882.44","4454069.674","PIPA","2.2","5","13","12.83"
"1475882.682","4454069.992","PIPA","2.5","5","13","15.63"
"1475882.925","4454070.311","PIPA","3.7","5","13","15.63"
"1475883.167","4454070.629","PIHA","1.3","5","13","6.88"
"1475883.409","4454070.947","FROR","1.6","5","13","1.00"
"1475883.652","4454071.266","PIHA","1.6","5","13","9.33"
"1475883.894","4454071.584","FROR","0.9","5","13","0.93"
"1475881.88","4454069.598","FROR","2.2","5","13","3.03"
"1475882.122","4454069.916","QUPU","1","5","13","1.98"
"1475882.364","4454070.235","PIHA","1.8","5","13","6.88"
"1475882.606","4454070.553","PIHA","2.2","5","13","7.58"
"1475882.849","4454070.871","PIPE","3.1","5","13","9.33"
"1475883.091","4454071.19","QUPU","1.4","5","13","3.38"
"1475883.333","4454071.508","PIHA","1.5","5","13","5.83"
"1475883.575","4454071.826","PIHA","1.8","5","13","10.38"
"1475881.561","4454069.84","PIPE","3.2","5","13","18.43"
"1475881.804","4454070.159","ACMO","0.6","5","13","0.33"
"1475882.046","4454070.477","ACMO","0.4","5","13","0.93"
"1475882.288","4454070.795","FROR","1","5","13","0.23"
"1475882.53","4454071.114","QUPU","0.9","5","13","1.67"
"1475882.773","4454071.432","PIPE","2.3","5","13","7.93"
"1475883.015","4454071.75","QUPU","0.7","5","13","1.28"
"1475883.257","4454072.068","FROR","2.4","5","13","1.98"
"1475881.243","4454070.083","PIPA","2.7","5","13","19.48"
"1475881.485","4454070.401","PIHA","2","5","13","7.23"
"1475881.728","4454070.719","PIPE","2.6","5","13","15.28"
"1475881.97","4454071.037","ACMO","0.4","5","13","1.28"
"1475882.212","4454071.356","PIPA","3.5","5","13","24.73"
"1475882.454","4454071.674","ACMO","0.8","5","13","0.93"
"1475882.697","4454071.992","PIPA","3.4","5","13","26.83"
"1475882.939","4454072.311","QUPU","1.1","5","13","1.28"
"1475880.925","4454070.325","PIPA","2.5","5","13","17.03"
"1475881.167","4454070.643","FROR","1.1","5","13","2.33"
"1475881.409","4454070.961","ACMO","0.8","5","13","1.63"
"1475881.652","4454071.28","QUPU","1.9","5","13","2.68"
"1475881.894","4454071.598","FROR","1.5","5","13","2.33"
"1475882.136","4454071.916","ACMO","0.6","5","13","1.98"
"1475882.378","4454072.235","ACMO","0.6","5","13","1.63"
"1475882.621","4454072.553","PIPE","3.2","5","13","19.83"
"1475886.336","4454066.206","ARUN","2.5","5","14","6.88"
"1475886.578","4454066.525","ACMO","0.3","5","14","0.93"
"1475886.82","4454066.843","ARUN","2","5","14","5.48"
"1475887.062","4454067.161","ACMO","0.6","5","14","0.93"
"1475887.305","4454067.479","ARUN","2.3","5","14","7.58"
"1475887.547","4454067.798","ACMO","0.6","5","14","1.98"
"1475887.789","4454068.116","ACMO","0.9","5","14","0.93"
"1475888.032","4454068.434","ARUN","1.8","5","14","6.53"
"1475886.017","4454066.449","ACMO","0.6","5","14","0.58"
"1475886.26","4454066.767","ACMO","0.7","5","14","0.58"
"1475886.502","4454067.085","ARUN","1.5","5","14","3.73"
"1475886.744","4454067.403","ACMO","0.7","5","14","0.58"
"1475886.986","4454067.722","ARUN","1.2","5","14","3.38"
"1475887.229","4454068.04","ARUN","1.3","5","14","4.43"
"1475887.471","4454068.358","ACMO","0.5","5","14","0.58"
"1475887.713","4454068.677","ACMO","0.5","5","14","0.93"
"1475885.699","4454066.691","ARUN","1.7","5","14","6.18"
"1475885.941","4454067.009","ARUN","2","5","14","6.88"
"1475886.184","4454067.327","ACMO","0.5","5","14","1.28"
"1475886.426","4454067.646","ARUN","1.4","5","14","2.33"
"1475886.668","4454067.964","ARUN","1.4","5","14","4.78"
"1475886.91","4454068.282","ACMO","0.5","5","14","0.93"
"1475887.153","4454068.601","ARUN","1.8","5","14","4.78"
"1475887.395","4454068.919","ACMO","0.9","5","14","1.98"
"1475885.381","4454066.933","ACMO","0.5","5","14","1.63"
"1475885.623","4454067.251","ACMO","0.2","5","14","1.28"
"1475885.865","4454067.57","ARUN","2.6","5","14","7.23"
"1475886.108","4454067.888","ARUN","1.6","5","14","3.73"
"1475886.35","4454068.206","ARUN","1.6","5","14","5.83"
"1475886.592","4454068.525","ACMO","0.6","5","14","0.58"
"1475886.834","4454068.843","ARUN","2","5","14","7.23"
"1475887.077","4454069.161","ARUN","2","5","14","5.48"
"1475885.062","4454067.175","ACMO","0.9","5","14","0.93"
"1475885.305","4454067.494","ACMO","0.9","5","14","0.58"
"1475885.547","4454067.812","ARUN","1.8","5","14","4.43"
"1475885.789","4454068.13","ACMO","0.5","5","14","1.28"
"1475886.032","4454068.448","ACMO","0.6","5","14","0.93"
"1475886.274","4454068.767","ARUN","1.9","5","14","6.53"
"1475886.516","4454069.085","ARUN","1.9","5","14","4.43"
"1475886.758","4454069.403","ACMO","0.7","5","14","0.93"
"1475884.744","4454067.418","ARUN","1.9","5","14","6.53"
"1475884.986","4454067.736","ACMO","0.7","5","14","0.23"
"1475885.229","4454068.054","ACMO","0.4","5","14","1.63"
"1475885.471","4454068.372","ACMO","0.6","5","14","0.93"
"1475885.713","4454068.691","ARUN","1.8","5","14","5.13"
"1475885.956","4454069.009","ACMO","0.5","5","14","1.28"
"1475886.198","4454069.327","ARUN","1.5","5","14","5.48"
"1475886.44","4454069.646","ARUN","1.8","5","14","4.43"
"1475884.426","4454067.66","ACMO","0.5","5","14","0.93"
"1475884.668","4454067.978","ARUN","1.1","5","14","3.38"
"1475884.91","4454068.296","ACMO","0.8","5","14","0.58"
"1475885.153","4454068.615","ACMO","0.6","5","14","1.28"
"1475885.395","4454068.933","ARUN","1.9","5","14","8.63"
"1475885.637","4454069.251","ACMO","0.5","5","14","0.93"
"1475885.88","4454069.57","ACMO","0.4","5","14","1.28"
"1475886.122","4454069.888","ACMO","0.4","5","14","0.58"
"1475884.108","4454067.902","ARUN","2.8","5","14","5.83"
"1475884.35","4454068.22","ACMO","0.5","5","14","0.93"
"1475884.592","4454068.539","ARUN","1.8","5","14","4.78"
"1475884.834","4454068.857","ARUN","3","5","14","12.48"
"1475885.077","4454069.175","ARUN","1.6","5","14","5.48"
"1475885.319","4454069.494","ACMO","0.7","5","14","0.58"
"1475885.561","4454069.812","ARUN","2.3","5","14","8.28"
"1475885.804","4454070.13","ARUN","2.5","5","14","8.63"
"1475889.519","4454063.783","QUPU","1.3","5","15","4.43"
"1475889.761","4454064.102","PIPE","3.4","5","15","28.23"
"1475890.003","4454064.42","QUPU","1.3","5","15","4.08"
"1475890.245","4454064.738","PIPE","3.9","5","15","12.13"
"1475890.488","4454065.057","QUPU","1","5","15","3.38"
"1475890.73","4454065.375","QUPU","1.9","5","15","7.93"
"1475890.972","4454065.693","PIPE","3.3","5","15","25.78"
"1475891.214","4454066.012","QUPU","1.3","5","15","4.43"
"1475889.2","4454064.026","QUPU","0.5","5","15","2.33"
"1475889.443","4454064.344","PIPE","3.4","5","15","14.58"
"1475889.685","4454064.662","PIPE","3","5","15","11.78"
"1475889.927","4454064.981","QUPU","1.4","5","15","3.03"
"1475890.169","4454065.299","PIPE","3.3","5","15","17.38"
"1475890.412","4454065.617","QUPU","0.7","5","15","0.33"
"1475890.654","4454065.936","QUPU","1.2","5","15","1.33"
"1475890.896","4454066.254","PIPE","3.7","5","15","13.53"
"1475888.882","4454064.268","QUPU","1.5","5","15","1.33"
"1475889.124","4454064.586","PIPE","3","5","15","13.18"
"1475889.367","4454064.905","QUPU","0.8","5","15","0.33"
"1475889.609","4454065.223","PIPE","3.1","5","15","10.38"
"1475889.851","4454065.541","PIPE","2.8","5","15","8.28"
"1475890.093","4454065.859","QUPU","1.6","5","15","3.00"
"1475890.336","4454066.178","QUPU","0.9","5","15","1.33"
"1475890.578","4454066.496","PIPE","3.4","5","15","10.03"
"1475888.564","4454064.51","PIPE","3.2","5","15","15.63"
"1475888.806","4454064.829","QUPU","1.3","5","15","0.67"
"1475889.048","4454065.147","PIPE","2.9","5","15","9.33"
"1475889.291","4454065.465","QUPU","0.9","5","15","0.67"
"1475889.533","4454065.783","QUPU","1.6","5","15","4.08"
"1475889.775","4454066.102","PIPE","2.8","5","15","12.48"
"1475890.017","4454066.42","QUPU","0.9","5","15","0.67"
"1475890.26","4454066.738","QUPU","1.4","5","15","2.67"
"1475888.245","4454064.753","PIPE","3.2","5","15","11.78"
"1475888.488","4454065.071","QUPU","0.8","5","15","0.33"
"1475888.73","4454065.389","QUPU","0.6","5","15","1.67"
"1475888.972","4454065.707","PIPE","2.8","5","15","12.13"
"1475889.214","4454066.026","PIPE","2.9","5","15","12.13"
"1475889.457","4454066.344","PIPE","2.5","5","15","6.53"
"1475889.699","4454066.662","PIPE","3.6","5","15","9.33"
"1475889.941","4454066.981","PIPE","3.1","5","15","15.63"
"1475887.927","4454064.995","QUPU","1","5","15","1.67"
"1475888.169","4454065.313","QUPU","1","5","15","1.33"
"1475888.412","4454065.631","PIPE","3.6","5","15","13.18"
"1475888.654","4454065.95","QUPU","1.2","5","15","3.73"
"1475888.896","4454066.268","QUPU","1.3","5","15","1.33"
"1475889.138","4454066.586","QUPU","0.7","5","15","2.00"
"1475889.381","4454066.905","PIPE","2.4","5","15","11.78"
"1475889.623","4454067.223","QUPU","1.3","5","15","2.67"
"1475887.609","4454065.237","QUPU","1","5","15","6.33"
"1475887.851","4454065.555","PIPE","2.8","5","15","14.93"
"1475888.093","4454065.874","QUPU","1.3","5","15","2.33"
"1475888.336","4454066.192","PIPE","2.4","5","15","12.13"
"1475888.578","4454066.51","PIPE","3.4","5","15","12.83"
"1475888.82","4454066.829","PIPE","2.5","5","15","7.58"
"1475889.062","4454067.147","QUPU","0.8","5","15","1.33"
"1475889.305","4454067.465","PIPE","3.6","5","15","13.88"
"1475887.291","4454065.479","QUPU","1.5","5","15","2.68"
"1475887.533","4454065.798","PIPE","3","5","15","24.73"
"1475887.775","4454066.116","PIPE","2.8","5","15","19.13"
"1475888.017","4454066.434","QUPU","1.7","5","15","1.98"
"1475888.26","4454066.753","PIPE","3.1","5","15","15.63"
"1475888.502","4454067.071","PIPE","3","5","15","17.73"
"1475888.744","4454067.389","QUPU","1.8","5","15","3.73"
"1475888.986","4454067.707","PIPE","3.5","5","15","25.08"
"1475877.547","4454067.869","FROR","1.8","5","16","1.28"
"1475877.789","4454068.187","FROR","2.2","5","16","2.68"
"1475878.032","4454068.505","FROR","1.5","5","16","2.68"
"1475878.274","4454068.824","FROR","1.8","5","16","2.68"
"1475878.516","4454069.142","FROR","2.1","5","16","3.38"
"1475878.758","4454069.46","FROR","1.3","5","16","1.63"
"1475879.001","4454069.779","FROR","1.6","5","16","1.28"
"1475879.243","4454070.097","FROR","2","5","16","3.73"
"1475877.229","4454068.111","FROR","1.1","5","16","1.98"
"1475877.471","4454068.429","FROR","2","5","16","4.43"
"1475877.713","4454068.748","FROR","1.4","5","16","1.28"
"1475877.956","4454069.066","FROR","1.7","5","16","2.68"
"1475878.198","4454069.384","FROR","2.6","5","16","2.68"
"1475878.44","4454069.703","FROR","1.6","5","16","0.93"
"1475878.682","4454070.021","FROR","1.6","5","16","3.38"
"1475878.925","4454070.339","FROR","1.5","5","16","3.73"
"1475876.91","4454068.353","FROR","1.7","5","16","3.73"
"1475877.153","4454068.672","FROR","1.4","5","16","1.98"
"1475877.395","4454068.99","FROR","1.6","5","16","1.63"
"1475877.637","4454069.308","FROR","1.3","5","16","1.28"
"1475877.88","4454069.627","FROR","1.4","5","16","0.93"
"1475878.122","4454069.945","FROR","1.5","5","16","2.68"
"1475878.364","4454070.263","FROR","1.2","5","16","1.28"
"1475878.606","4454070.581","FROR","2.3","5","16","4.78"
"1475876.592","4454068.596","FROR","1","5","16","3.38"
"1475876.834","4454068.914","FROR","1","5","16","2.68"
"1475877.077","4454069.232","FROR","1.5","5","16","4.08"
"1475877.319","4454069.55","FROR","1.5","5","16","3.03"
"1475877.561","4454069.869","FROR","1.9","5","16","4.08"
"1475877.804","4454070.187","FROR","1.8","5","16","2.33"
"1475878.046","4454070.505","FROR","1.9","5","16","3.38"
"1475878.288","4454070.824","FROR","1.4","5","16","3.03"
"1475876.274","4454068.838","FROR","1.2","5","16","3.73"
"1475876.516","4454069.156","FROR","1.3","5","16","1.28"
"1475876.758","4454069.474","FROR","1.7","5","16","3.38"
"1475877.001","4454069.793","FROR","1.6","5","16","3.03"
"1475877.243","4454070.111","FROR","1.7","5","16","1.63"
"1475877.485","4454070.429","FROR","1.5","5","16","1.28"
"1475877.728","4454070.748","FROR","0.8","5","16","0.93"
"1475877.97","4454071.066","FROR","1.6","5","16","1.98"
"1475875.956","4454069.08","FROR","1.5","5","16","2.33"
"1475876.198","4454069.398","FROR","1.2","5","16","2.68"
"1475876.44","4454069.717","FROR","1.4","5","16","1.28"
"1475876.682","4454070.035","FROR","1.6","5","16","3.03"
"1475876.925","4454070.353","FROR","2.2","5","16","3.38"
"1475877.167","4454070.672","FROR","1.9","5","16","4.43"
"1475877.409","4454070.99","FROR","1.6","5","16","3.73"
"1475877.652","4454071.308","FROR","1.4","5","16","3.38"
"1475875.637","4454069.322","FROR","1.5","5","16","1.98"
"1475875.88","4454069.641","FROR","1.5","5","16","4.08"
"1475876.122","4454069.959","FROR","1.4","5","16","3.38"
"1475876.364","4454070.277","FROR","1.4","5","16","2.33"
"1475876.606","4454070.596","FROR","1.1","5","16","1.98"
"1475876.849","4454070.914","FROR","1.6","5","16","2.68"
"1475877.091","4454071.232","FROR","1.3","5","16","3.03"
"1475877.333","4454071.55","FROR","1.3","5","16","1.98"
"1475875.319","4454069.565","FROR","2","5","16","7.58"
"1475875.561","4454069.883","FROR","1.7","5","16","4.78"
"1475875.804","4454070.201","FROR","1.3","5","16","4.78"
"1475876.046","4454070.52","FROR","2.2","5","16","5.13"
"1475876.288","4454070.838","FROR","1.7","5","16","3.03"
"1475876.53","4454071.156","FROR","2.3","5","16","6.53"
"1475876.773","4454071.474","FROR","1.8","5","16","3.73"
"1475877.015","4454071.793","FROR","2","5","16","5.13"
"1475874.364","4454070.292","PILE","0.3","5","17","0.00"
"1475874.606","4454070.61","QUPU","1.3","5","17","6.53"
"1475874.849","4454070.928","PILE","0.2","5","17","0.23"
"1475875.091","4454071.246","PILE","0.3","5","17","0.93"
"1475875.333","4454071.565","PILE","0.4","5","17","0.00"
"1475875.576","4454071.883","QUPU","1.5","5","17","6.18"
"1475875.818","4454072.201","PILE","0.2","5","17","0.23"
"1475876.06","4454072.52","PILE","0.3","5","17","0.23"
"1475874.046","4454070.534","PILE","0.4","5","17","0.58"
"1475874.288","4454070.852","QUPU","1.9","5","17","9.33"
"1475874.53","4454071.17","PILE","0.4","5","17","0.58"
"1475874.773","4454071.489","QUPU","0.7","5","17","3.38"
"1475875.015","4454071.807","QUPU","1.4","5","17","4.78"
"1475875.257","4454072.125","PILE","0.5","5","17","0.58"
"1475875.5","4454072.444","QUPU","0.8","5","17","4.43"
"1475875.742","4454072.762","QUPU","1.3","5","17","5.13"
"1475873.728","4454070.776","PILE","0.2","5","17","0.00"
"1475873.97","4454071.094","PILE","0.4","5","17","0.23"
"1475874.212","4454071.413","PILE","0.4","5","17","0.00"
"1475874.454","4454071.731","PILE","0.4","5","17","0.23"
"1475874.697","4454072.049","PILE","0.3","5","17","0.58"
"1475874.939","4454072.368","PILE","0.2","5","17","0.58"
"1475875.181","4454072.686","QUPU","1.1","5","17","5.48"
"1475875.424","4454073.004","PILE","0.3","5","17","0.23"
"1475873.409","4454071.018","QUPU","1","5","17","3.38"
"1475873.652","4454071.337","QUPU","1.8","5","17","4.78"
"1475873.894","4454071.655","QUPU","1.4","5","17","4.08"
"1475874.136","4454071.973","PILE","0.2","5","17","0.00"
"1475874.378","4454072.292","QUPU","1.2","5","17","4.43"
"1475874.621","4454072.61","QUPU","1.1","5","17","4.08"
"1475874.863","4454072.928","PILE","0.3","5","17","0.00"
"1475875.105","4454073.246","QUPU","1.5","5","17","8.63"
"1475873.091","4454071.261","PILE","0.3","5","17","0.23"
"1475873.333","4454071.579","PILE","0.3","5","17","0.23"
"1475873.576","4454071.897","QUPU","1","5","17","5.48"
"1475873.818","4454072.216","PILE","0.3","5","17","0.07"
"1475874.06","4454072.534","PILE","0.4","5","17","0.93"
"1475874.302","4454072.852","QUPU","1.2","5","17","6.88"
"1475874.545","4454073.17","QUPU","0.9","5","17","6.53"
"1475874.787","4454073.489","PILE","0.5","5","17","1.28"
"1475872.773","4454071.503","PILE","0.3","5","17","0.93"
"1475873.015","4454071.821","PILE","0.4","5","17","0.58"
"1475873.257","4454072.14","QUPU","1.3","5","17","5.13"
"1475873.5","4454072.458","PILE","0.3","5","17","0.23"
"1475873.742","4454072.776","QUPU","1.2","5","17","4.43"
"1475873.984","4454073.094","QUPU","0.9","5","17","4.08"
"1475874.226","4454073.413","QUPU","1.1","5","17","2.68"
"1475874.469","4454073.731","PILE","0.3","5","17","0.23"
"1475872.454","4454071.745","QUPU","1.8","5","17","5.13"
"1475872.697","4454072.063","PILE","0.3","5","17","0.07"
"1475872.939","4454072.382","QUPU","1","5","17","3.73"
"1475873.181","4454072.7","QUPU","1.2","5","17","7.93"
"1475873.424","4454073.018","PILE","0.4","5","17","0.58"
"1475873.666","4454073.337","PILE","0.4","5","17","0.00"
"1475873.908","4454073.655","PILE","0.4","5","17","0.93"
"1475874.15","4454073.973","QUPU","1.8","5","17","6.53"
"1475872.136","4454071.987","QUPU","1.6","5","17","5.83"
"1475872.378","4454072.306","PILE","0.2","5","17","0.00"
"1475872.621","4454072.624","QUPU","1.5","5","17","4.78"
"1475872.863","4454072.942","QUPU","1.6","5","17","4.08"
"1475873.105","4454073.261","QUPU","1.2","5","17","4.78"
"1475873.347","4454073.579","QUPU","1.7","5","17","5.83"
"1475873.59","4454073.897","QUPU","0.8","5","17","5.83"
"1475873.832","4454074.216","QUPU","1.5","5","17","5.83"
"1475880.73","4454065.446","QUIL","1.7","5","18","9.33"
"1475880.972","4454065.764","QUSU","2.5","5","18","3.73"
"1475881.215","4454066.083","QUIL","2","5","18","12.83"
"1475881.457","4454066.401","PHLA","0.7","5","18","0.58"
"1475881.699","4454066.719","PILE","0.3","5","18","1.28"
"1475881.941","4454067.038","PILE","0.4","5","18","0.58"
"1475882.184","4454067.356","QUIL","1.5","5","18","5.48"
"1475882.426","4454067.674","ARUN","3.2","5","18","11.78"
"1475880.412","4454065.688","OLEU","0.6","5","18","0.00"
"1475880.654","4454066.007","QUIL","1.4","5","18","7.23"
"1475880.896","4454066.325","PILE","0.3","5","18","0.23"
"1475881.139","4454066.643","PHLA","0.3","5","18","0.93"
"1475881.381","4454066.961","QUIL","1.2","5","18","6.18"
"1475881.623","4454067.28","OLEU","0.9","5","18","0.58"
"1475881.865","4454067.598","PHLA","0.4","5","18","0.58"
"1475882.108","4454067.916","PILE","0.6","5","18","0.58"
"1475880.093","4454065.931","ARUN","1.4","5","18","5.13"
"1475880.336","4454066.249","PILE","0.3","5","18","0.07"
"1475880.578","4454066.567","OLEU","0.7","5","18","0.58"
