"X","Y","Species","Diam","Field","PLOT","Growth.mm.yr"
"1475889.603","4454126.306","PIHA","3.5","2","1","22.28"
"1475889.845","4454126.624","PIHA","1.1","2","1","7.58"
"1475890.088","4454126.942","FROR","1.3","2","1","2.33"
"1475890.33","4454127.261","PIPE","2.8","2","1","12.83"
"1475890.572","4454127.579","ACMO","0.8","2","1","0.33"
"1475890.815","4454127.897","PIPA","2.8","2","1","14.58"
"1475891.057","4454128.215","QUPU","1.1","2","1","2.33"
"1475891.299","4454128.534","PIPA","2.8","2","1","19.83"
"1475889.285","4454126.548","FROR","0.7","2","1","3.73"
"1475889.527","4454126.866","ACMO","0.4","2","1","1.00"
"1475889.769","4454127.185","PIHA","2.3","2","1","9.68"
"1475890.012","4454127.503","PIHA","2.5","2","1","9.68"
"1475890.254","4454127.821","FROR","0.9","2","1","1.33"
"1475890.496","4454128.139","QUPU","0.8","2","1","0.67"
"1475890.739","4454128.458","PIPA","2.8","2","1","17.03"
"1475890.981","4454128.776","PIPA","3.2","2","1","19.48"
"1475888.967","4454126.79","FROR","0.6","2","1","1.63"
"1475889.209","4454127.109","PIHA","2.5","2","1","15.63"
"1475889.451","4454127.427","PIHA","1.7","2","1","8.98"
"1475889.693","4454127.745","ACMO","0.6","2","1","0.93"
"1475889.936","4454128.063","FROR","1.5","2","1","1.63"
"1475890.178","4454128.382","PIHA","2.4","2","1","6.88"
"1475890.42","4454128.7","PIPA","2.5","2","1","18.43"
"1475890.663","4454129.018","QUPU","1.1","2","1","3.03"
"1475888.648","4454127.032","PIPE","3","2","1","22.98"
"1475888.891","4454127.351","QUPU","1.6","2","1","0.00"
"1475889.133","4454127.669","PIPE","3","2","1","10.73"
"1475889.375","4454127.987","PIPA","2.2","2","1","19.83"
"1475889.617","4454128.306","ACMO","0.8","2","1","0.00"
"1475889.86","4454128.624","PIPA","1.7","2","1","10.03"
"1475890.102","4454128.942","FROR","1.2","2","1","0.23"
"1475890.344","4454129.261","FROR","1.8","2","1","4.08"
"1475888.33","4454127.275","QUPU","1.4","2","1","5.83"
"1475888.572","4454127.593","QUPU","0.6","2","1","5.83"
"1475888.815","4454127.911","PIPE","2.4","2","1","14.23"
"1475889.057","4454128.23","QUPU","0.6","2","1","4.67"
"1475889.299","4454128.548","ACMO","0.6","2","1","0.33"
"1475889.541","4454128.866","FROR","1.1","2","1","1.00"
"1475889.784","4454129.185","PIPE","2.5","2","1","14.93"
"1475890.026","4454129.503","PIPE","1.2","2","1","7.58"
"1475888.012","4454127.517","FROR","0.9","2","1","1.98"
"1475888.254","4454127.835","ACMO","0.4","2","1","1.28"
"1475888.496","4454128.154","QUPU","0.3","2","1","0.93"
"1475888.739","4454128.472","FROR","1.1","2","1","1.28"
"1475888.981","4454128.79","QUPU","1.4","2","1","4.43"
"1475889.223","4454129.108","PIPE","2.4","2","1","14.58"
"1475889.465","4454129.427","PIPA","2.3","2","1","18.43"
"1475889.708","4454129.745","QUPU","1.8","2","1","11.43"
"1475887.693","4454127.759","PIHA","2.9","2","1","15.98"
"1475887.936","4454128.078","FROR","1","2","1","4.43"
"1475888.178","4454128.396","PIPA","2.3","2","1","25.78"
"1475888.42","4454128.714","PIHA","2","2","1","10.38"
"1475888.663","4454129.032","PIPE","2.7","2","1","6.88"
"1475888.905","4454129.351","ACMO","0.6","2","1","0.67"
"1475889.147","4454129.669","PIPE","3.6","2","1","13.18"
"1475889.389","4454129.987","ACMO","1.2","2","1","0.93"
"1475887.375","4454128.002","ACMO","0.6","2","1","2.33"
"1475887.617","4454128.32","ACMO","0.3","2","1","1.33"
"1475887.86","4454128.638","PIHA","3.5","2","1","26.67"
"1475888.102","4454128.956","PIPA","3","2","1","28.93"
"1475888.344","4454129.275","PIPE","2.8","2","1","21.23"
"1475888.587","4454129.593","PIPA","3.2","2","1","28.58"
"1475888.829","4454129.911","PIHA","3.1","2","1","18.33"
"1475889.071","4454130.23","ACMO","0.7","2","1","1.98"
"1475892.786","4454123.883","QUIL","1.5","2","2","5.48"
"1475893.028","4454124.201","PHLA","0.6","2","2","0.41"
"1475893.271","4454124.52","PIPA","3.2","2","2","20.18"
"1475893.513","4454124.838","PIPA","3.2","2","2","19.48"
"1475893.755","4454125.156","PHLA","0.7","2","2","0.93"
"1475893.997","4454125.474","FROR","1.9","2","2","3.73"
"1475894.24","4454125.793","PHLA","0.8","2","2","2.33"
"1475894.482","4454126.111","FROR","1.8","2","2","7.58"
"1475892.468","4454124.125","QUIL","1.2","2","2","4.78"
"1475892.71","4454124.443","QUIL","0.7","2","2","2.68"
"1475892.952","4454124.762","FROR","1.5","2","2","1.98"
"1475893.195","4454125.08","QUIL","1.2","2","2","3.73"
"1475893.437","4454125.398","PIPA","2","2","2","10.38"
"1475893.679","4454125.717","QUIL","0.8","2","2","1.98"
"1475893.921","4454126.035","PIPA","2.7","2","2","17.38"
"1475894.164","4454126.353","PIPA","2.4","2","2","17.73"
"1475892.15","4454124.367","FROR","0.9","2","2","3.73"
"1475892.392","4454124.686","PIPA","2.3","2","2","18.43"
"1475892.634","4454125.004","QUIL","0.9","2","2","3.03"
"1475892.876","4454125.322","FROR","1.3","2","2","3.38"
"1475893.119","4454125.641","FROR","1.1","2","2","1.00"
"1475893.361","4454125.959","PHLA","0.5","2","2","0.58"
"1475893.603","4454126.277","QUIL","1","2","2","1.67"
"1475893.845","4454126.596","QUIL","1","2","2","2.68"
"1475891.831","4454124.61","FROR","1.7","2","2","4.78"
"1475892.074","4454124.928","PHLA","0.5","2","2","1.63"
"1475892.316","4454125.246","FROR","1.6","2","2","5.48"
"1475892.558","4454125.565","PIPA","1.6","2","2","14.23"
"1475892.8","4454125.883","PHLA","0.5","2","2","0.23"
"1475893.043","4454126.201","PHLA","0.7","2","2","0.93"
"1475893.285","4454126.519","PIPA","2.1","2","2","8.63"
"1475893.527","4454126.838","PIPA","3.2","2","2","21.93"
"1475891.513","4454124.852","FROR","0.7","2","2","2.33"
"1475891.755","4454125.17","FROR","1","2","2","3.73"
"1475891.997","4454125.489","PIPA","2.5","2","2","12.83"
"1475892.24","4454125.807","PHLA","0.6","2","2","0.93"
"1475892.482","4454126.125","PIPA","2","2","2","12.13"
"1475892.724","4454126.443","FROR","1.3","2","2","1.63"
"1475892.967","4454126.762","QUIL","1.6","2","2","4.78"
"1475893.209","4454127.08","PHLA","0.5","2","2","0.93"
"1475891.195","4454125.094","QUIL","0.9","2","2","3.73"
"1475891.437","4454125.413","PHLA","0.4","2","2","1.28"
"1475891.679","4454125.731","QUIL","0.5","2","2","0.67"
"1475891.921","4454126.049","PIPA","1.9","2","2","12.83"
"1475892.164","4454126.367","QUIL","1.3","2","2","3.03"
"1475892.406","4454126.686","QUIL","0.7","2","2","0.93"
"1475892.648","4454127.004","PHLA","1","2","2","0.58"
"1475892.891","4454127.322","PIPA","2.8","2","2","21.58"
"1475890.876","4454125.337","PHLA","0.3","2","2","0.93"
"1475891.119","4454125.655","FROR","1","2","2","3.73"
"1475891.361","4454125.973","PIPA","2.7","2","2","12.48"
"1475891.603","4454126.291","PHLA","0.5","2","2","1.28"
"1475891.845","4454126.61","PHLA","0.4","2","2","0.93"
"1475892.088","4454126.928","FROR","1","2","2","2.33"
"1475892.33","4454127.246","FROR","1","2","2","1.63"
"1475892.572","4454127.565","QUIL","1.4","2","2","4.78"
"1475890.558","4454125.579","PIPA","3","2","2","20.53"
"1475890.8","4454125.897","QUIL","1.1","2","2","3.03"
"1475891.043","4454126.215","PHLA","0.5","2","2","1.63"
"1475891.285","4454126.534","QUIL","1.6","2","2","5.83"
"1475891.527","4454126.852","PIPA","2.3","2","2","15.28"
"1475891.769","4454127.17","FROR","1.4","2","2","5.48"
"1475892.012","4454127.489","PHLA","0.8","2","2","2.68"
"1475892.254","4454127.807","FROR","1.7","2","2","4.78"
"1475895.969","4454121.46","QUPU","2.2","2","3","4.78"
"1475896.211","4454121.778","PILE","0.2","2","3","0.58"
"1475896.454","4454122.097","OLEU","0.1","2","3","2.68"
"1475896.696","4454122.415","QUPU","1.2","2","3","5.48"
"1475896.938","4454122.733","PILE","0.7","2","3","1.28"
"1475897.18","4454123.052","PIPE","4.3","2","3","13.18"
"1475897.423","4454123.37","OLEU","0.75","2","3","0.41"
"1475897.665","4454123.688","PIPE","4.2","2","3","11.08"
"1475895.651","4454121.702","PILE","0.2","2","3","1.28"
"1475895.893","4454122.021","PIPE","3","2","3","14.23"
"1475896.135","4454122.339","QUPU","1","2","3","5.83"
"1475896.378","4454122.657","QUPU","1.5","2","3","2.00"
"1475896.62","4454122.976","PILE","0.4","2","3","0.58"
"1475896.862","4454123.294","OLEU","0.7","2","3","0.93"
"1475897.104","4454123.612","PIPE","3.4","2","3","23.33"
"1475897.347","4454123.93","OLEU","0.6","2","3","0.93"
"1475895.332","4454121.945","PIPE","2","2","3","16.33"
"1475895.575","4454122.263","PIPE","3.7","2","3","12.48"
"1475895.817","4454122.581","OLEU","0.6","2","3","0.58"
"1475896.059","4454122.9","OLEU","0.6","2","3","0.93"
"1475896.302","4454123.218","OLEU","0.6","2","3","0.41"
"1475896.544","4454123.536","QUPU","0.6","2","3","2.00"
"1475896.786","4454123.854","OLEU","0.7","2","3","0.58"
"1475897.028","4454124.173","PILE","0.4","2","3","0.58"
"1475895.014","4454122.187","OLEU","0.5","2","3","0.23"
"1475895.256","4454122.505","QUPU","1","2","3","1.67"
"1475895.499","4454122.824","PILE","0.5","2","3","1.28"
"1475895.741","4454123.142","PILE","0.4","2","3","1.28"
"1475895.983","4454123.46","OLEU","0.6","2","3","1.28"
"1475896.226","4454123.778","PIPE","2.7","2","3","16.68"
"1475896.468","4454124.097","QUPU","1.2","2","3","2.33"
"1475896.71","4454124.415","PIPE","3.9","2","3","14.93"
"1475894.696","4454122.429","PIPE","3.2","2","3","15.98"
"1475894.938","4454122.748","OLEU","0.7","2","3","1.28"
"1475895.18","4454123.066","PILE","0.3","2","3","0.93"
"1475895.423","4454123.384","QUPU","0.6","2","3","1.33"
"1475895.665","4454123.702","PIPE","2.4","2","3","12.13"
"1475895.907","4454124.021","PIPE","2.4","2","3","13.88"
"1475896.15","4454124.339","PILE","0.4","2","3","0.23"
"1475896.392","4454124.657","QUPU","2.2","2","3","3.73"
"1475894.378","4454122.672","QUPU","2","2","3","2.33"
"1475894.62","4454122.99","OLEU","0.3","2","3","1.28"
"1475894.862","4454123.308","PIPE","4.9","2","3","18.78"
"1475895.104","4454123.626","QUPU","1","2","3","2.33"
"1475895.347","4454123.945","PILE","0.5","2","3","0.58"
"1475895.589","4454124.263","QUPU","1.3","2","3","0.93"
"1475895.831","4454124.581","OLEU","0.6","2","3","0.93"
"1475896.073","4454124.9","PIPE","4.5","2","3","19.48"
"1475894.059","4454122.914","PILE","0.5","2","3","0.93"
"1475894.302","4454123.232","PIPE","3","2","3","13.88"
"1475894.544","4454123.55","PILE","0.3","2","3","1.28"
"1475894.786","4454123.869","PILE","0.5","2","3","0.93"
"1475895.028","4454124.187","QUPU","0.9","2","3","4.33"
"1475895.271","4454124.505","PILE","0.6","2","3","0.58"
"1475895.513","4454124.824","PIPE","3.2","2","3","16.33"
"1475895.755","4454125.142","PILE","0.6","2","3","0.58"
"1475893.741","4454123.156","QUPU","1.2","2","3","3.33"
"1475893.983","4454123.474","PIPE","3.4","2","3","11.78"
"1475894.226","4454123.793","OLEU","0.4","2","3","1.63"
"1475894.468","4454124.111","QUPU","1.2","2","3","3.33"
"1475894.71","4454124.429","OLEU","0.8","2","3","0.93"
"1475894.952","4454124.748","OLEU","0.7","2","3","1.28"
"1475895.195","4454125.066","QUPU","1.1","2","3","4.08"
"1475895.437","4454125.384","PILE","1","2","3","2.33"
"1475899.152","4454119.037","QUSU","3","2","4","7.23"
"1475899.394","4454119.356","QUSU","2.3","2","4","7.58"
"1475899.636","4454119.674","PIHA","3.1","2","4","13.18"
"1475899.879","4454119.992","QUSU","2","2","4","4.78"
"1475900.121","4454120.311","QUSU","1","2","4","0.00"
"1475900.363","4454120.629","PIHA","3.1","2","4","13.53"
"1475900.606","4454120.947","PIHA","4.4","2","4","18.43"
"1475900.848","4454121.265","QUSU","1.8","2","4","1.63"
"1475898.834","4454119.28","PIHA","4.3","2","4","15.63"
"1475899.076","4454119.598","QUSU","0.7","2","4","1.00"
"1475899.318","4454119.916","PIHA","2.5","2","4","10.73"
"1475899.56","4454120.235","QUSU","0.7","2","4","0.33"
"1475899.803","4454120.553","QUSU","1.3","2","4","1.00"
"1475900.045","4454120.871","PIHA","2.3","2","4","12.13"
"1475900.287","4454121.189","PIHA","2.6","2","4","11.78"
"1475900.53","4454121.508","PIHA","2.9","2","4","13.18"
"1475898.515","4454119.522","PIHA","3.3","2","4","13.88"
"1475898.758","4454119.84","QUSU","1","2","4","1.63"
"1475899","4454120.159","QUSU","0.7","2","4","1.28"
"1475899.242","4454120.477","QUSU","2.1","2","4","5.13"
"1475899.484","4454120.795","PIHA","2.3","2","4","10.03"
"1475899.727","4454121.113","PIHA","2.4","2","4","7.23"
"1475899.969","4454121.432","QUSU","1.1","2","4","0.93"
"1475900.211","4454121.75","PIHA","3.3","2","4","8.28"
"1475898.197","4454119.764","QUSU","1.9","2","4","1.28"
"1475898.439","4454120.083","QUSU","0.6","2","4","0.67"
"1475898.682","4454120.401","PIHA","2.2","2","4","7.23"
"1475898.924","4454120.719","PIHA","1.5","2","4","5.83"
"1475899.166","4454121.037","PIHA","2","2","4","10.03"
"1475899.408","4454121.356","QUSU","0.9","2","4","0.00"
"1475899.651","4454121.674","PIHA","1.4","2","4","5.83"
"1475899.893","4454121.992","PIHA","3.3","2","4","10.73"
"1475897.879","4454120.007","QUSU","2.3","2","4","2.68"
"1475898.121","4454120.325","PIHA","2.4","2","4","9.33"
"1475898.363","4454120.643","QUSU","0.7","2","4","2.33"
"1475898.606","4454120.961","QUSU","1","2","4","2.67"
"1475898.848","4454121.28","QUSU","0.4","2","4","0.00"
"1475899.09","4454121.598","PIHA","2.6","2","4","10.03"
"1475899.332","4454121.916","PIHA","2.5","2","4","3.73"
"1475899.575","4454122.235","QUSU","1.9","2","4","1.98"
"1475897.56","4454120.249","QUSU","1.5","2","4","1.28"
"1475897.803","4454120.567","QUSU","1.1","2","4","1.00"
"1475898.045","4454120.885","QUSU","1.2","2","4","1.00"
"1475898.287","4454121.204","PIHA","2.4","2","4","10.73"
"1475898.53","4454121.522","QUSU","1.3","2","4","0.33"
"1475898.772","4454121.84","PIHA","1.8","2","4","6.88"
"1475899.014","4454122.159","QUSU","1.1","2","4","0.00"
"1475899.256","4454122.477","PIHA","2.4","2","4","13.53"
"1475897.242","4454120.491","PIHA","3.1","2","4","9.33"
"1475897.484","4454120.809","QUSU","1.4","2","4","2.68"
"1475897.727","4454121.128","PIHA","2.4","2","4","11.78"
"1475897.969","4454121.446","QUSU","0.9","2","4","1.28"
"1475898.211","4454121.764","PIHA","2.4","2","4","11.43"
"1475898.454","4454122.083","PIHA","2.3","2","4","3.73"
"1475898.696","4454122.401","PIHA","2.4","2","4","15.28"
"1475898.938","4454122.719","QUSU","1","2","4","1.28"
"1475896.924","4454120.733","PIHA","3.1","2","4","9.68"
"1475897.166","4454121.052","PIHA","3.4","2","4","18.78"
"1475897.408","4454121.37","QUSU","1","2","4","2.68"
"1475897.651","4454121.688","QUSU","1.4","2","4","1.98"
"1475897.893","4454122.007","PIHA","3","2","4","14.23"
"1475898.135","4454122.325","QUSU","1.2","2","4","3.73"
"1475898.378","4454122.643","QUSU","1","2","4","1.98"
"1475898.62","4454122.961","PIHA","3.6","2","4","14.58"
"1475902.335","4454116.615","PILE","0.5","2","5","1.28"
"1475902.577","4454116.933","PILE","1.1","2","5","0.93"
"1475902.819","4454117.251","PILE","0.7","2","5","0.93"
"1475903.062","4454117.57","PILE","0.7","2","5","0.58"
"1475903.304","4454117.888","PILE","0.7","2","5","1.63"
"1475903.546","4454118.206","PILE","0.6","2","5","0.93"
"1475903.788","4454118.524","PILE","0.3","2","5","0.93"
"1475904.031","4454118.843","PILE","0.7","2","5","0.58"
"1475902.017","4454116.857","PILE","0.2","2","5","3.73"
"1475902.259","4454117.175","PILE","0.3","2","5","3.03"
"1475902.501","4454117.494","PILE","0.6","2","5","0.93"
"1475902.743","4454117.812","PILE","0.6","2","5","0.58"
"1475902.986","4454118.13","PILE","0.7","2","5","0.23"
"1475903.228","4454118.448","PILE","0.4","2","5","0.58"
"1475903.47","4454118.767","PILE","0.7","2","5","1.63"
"1475903.712","4454119.085","PILE","0.4","2","5","0.58"
"1475901.698","4454117.099","PILE","0.7","2","5","1.63"
"1475901.941","4454117.418","PILE","0.2","2","5","0.00"
"1475902.183","4454117.736","PILE","1","2","5","0.58"
"1475902.425","4454118.054","PILE","0.6","2","5","0.58"
"1475902.667","4454118.372","PILE","0.9","2","5","0.00"
"1475902.91","4454118.691","PILE","0.4","2","5","0.23"
"1475903.152","4454119.009","PILE","0.4","2","5","0.93"
"1475903.394","4454119.327","PILE","0.4","2","5","0.58"
"1475901.38","4454117.342","PILE","0.1","2","5","0.00"
"1475901.622","4454117.66","PILE","0.9","2","5","0.58"
"1475901.865","4454117.978","PILE","0.5","2","5","1.63"
"1475902.107","4454118.296","PILE","0.6","2","5","0.23"
"1475902.349","4454118.615","PILE","0.6","2","5","0.93"
"1475902.591","4454118.933","PILE","0.5","2","5","0.58"
"1475902.834","4454119.251","PILE","0.7","2","5","0.23"
"1475903.076","4454119.57","PILE","0.8","2","5","0.93"
"1475901.062","4454117.584","PILE","0.9","2","5","1.28"
"1475901.304","4454117.902","PILE","0.4","2","5","0.00"
"1475901.546","4454118.22","PILE","0.8","2","5","0.58"
"1475901.789","4454118.539","PILE","0.6","2","5","0.93"
"1475902.031","4454118.857","PILE","0.5","2","5","0.58"
"1475902.273","4454119.175","PILE","0.3","2","5","0.00"
"1475902.515","4454119.494","PILE","0.2","2","5","0.93"
"1475902.758","4454119.812","PILE","0.7","2","5","0.58"
"1475900.743","4454117.826","PILE","0.6","2","5","0.58"
"1475900.986","4454118.144","PILE","0.6","2","5","0.93"
"1475901.228","4454118.463","PILE","0.7","2","5","0.00"
"1475901.47","4454118.781","PILE","0.6","2","5","0.93"
"1475901.712","4454119.099","PILE","0.6","2","5","1.28"
"1475901.955","4454119.418","PILE","0.6","2","5","0.93"
"1475902.197","4454119.736","PILE","0.6","2","5","0.23"
"1475902.439","4454120.054","PILE","0.6","2","5","0.23"
"1475900.425","4454118.068","PILE","0.9","2","5","0.58"
"1475900.667","4454118.387","PILE","0.4","2","5","0.93"
"1475900.91","4454118.705","PILE","0.5","2","5","0.93"
"1475901.152","4454119.023","PILE","0.3","2","5","1.28"
"1475901.394","4454119.342","PILE","0.4","2","5","0.23"
"1475901.636","4454119.66","PILE","0.3","2","5","0.23"
"1475901.879","4454119.978","PILE","0.6","2","5","0.58"
"1475902.121","4454120.296","PILE","0.5","2","5","0.23"
"1475900.107","4454118.311","PILE","1","2","5","0.23"
"1475900.349","4454118.629","PILE","0.5","2","5","1.63"
"1475900.591","4454118.947","PILE","0.5","2","5","1.28"
"1475900.834","4454119.265","PILE","0.6","2","5","0.00"
"1475901.076","4454119.584","PILE","0.7","2","5","0.23"
"1475901.318","4454119.902","PILE","0.2","2","5","0.58"
"1475901.56","4454120.22","PILE","0.5","2","5","0.23"
"1475901.803","4454120.539","PILE","0.6","2","5","0.58"
"1475887.18","4454123.123","OLEU","0.8","2","6","0.93"
"1475887.423","4454123.441","OLEU","1.1","2","6","2.33"
"1475887.665","4454123.759","OLEU","0.9","2","6","3.38"
"1475887.907","4454124.078","OLEU","0.9","2","6","1.98"
"1475888.15","4454124.396","OLEU","1.3","2","6","5.13"
"1475888.392","4454124.714","OLEU","0.9","2","6","3.03"
"1475888.634","4454125.033","OLEU","0.8","2","6","3.03"
"1475888.876","4454125.351","OLEU","1.1","2","6","4.78"
"1475886.862","4454123.365","OLEU","0.7","2","6","1.63"
"1475887.104","4454123.683","OLEU","0.7","2","6","2.68"
"1475887.347","4454124.002","OLEU","1.1","2","6","3.03"
"1475887.589","4454124.32","OLEU","0.9","2","6","2.33"
"1475887.831","4454124.638","OLEU","1","2","6","3.38"
"1475888.074","4454124.956","OLEU","0.8","2","6","0.93"
"1475888.316","4454125.275","OLEU","1.2","2","6","0.93"
"1475888.558","4454125.593","OLEU","0.8","2","6","1.28"
"1475886.544","4454123.607","OLEU","1.1","2","6","1.63"
"1475886.786","4454123.926","OLEU","1.3","2","6","1.28"
"1475887.028","4454124.244","OLEU","1.2","2","6","1.28"
"1475887.271","4454124.562","OLEU","1.1","2","6","1.63"
"1475887.513","4454124.88","OLEU","1.2","2","6","1.98"
"1475887.755","4454125.199","OLEU","0.7","2","6","1.28"
"1475887.998","4454125.517","OLEU","0.9","2","6","2.33"
"1475888.24","4454125.835","OLEU","1.2","2","6","3.03"
"1475886.226","4454123.85","OLEU","0.7","2","6","1.63"
"1475886.468","4454124.168","OLEU","0.6","2","6","1.63"
"1475886.71","4454124.486","OLEU","0.6","2","6","4.08"
"1475886.952","4454124.804","OLEU","1","2","6","1.63"
"1475887.195","4454125.123","OLEU","0.9","2","6","1.28"
"1475887.437","4454125.441","OLEU","0.6","2","6","2.33"
"1475887.679","4454125.759","OLEU","0.7","2","6","1.28"
"1475887.921","4454126.078","OLEU","0.7","2","6","0.93"
"1475885.907","4454124.092","OLEU","1","2","6","1.63"
"1475886.15","4454124.41","OLEU","0.6","2","6","0.93"
"1475886.392","4454124.728","OLEU","1.3","2","6","2.33"
"1475886.634","4454125.047","OLEU","0.7","2","6","1.98"
"1475886.876","4454125.365","OLEU","0.8","2","6","1.98"
"1475887.119","4454125.683","OLEU","0.8","2","6","2.68"
"1475887.361","4454126.002","OLEU","0.4","2","6","1.98"
"1475887.603","4454126.32","OLEU","0.7","2","6","1.28"
"1475885.589","4454124.334","OLEU","0.7","2","6","2.33"
"1475885.831","4454124.652","OLEU","0.9","2","6","0.41"
"1475886.074","4454124.971","OLEU","0.4","2","6","0.58"
"1475886.316","4454125.289","OLEU","0.5","2","6","0.58"
"1475886.558","4454125.607","OLEU","0.7","2","6","1.28"
"1475886.8","4454125.926","OLEU","0.4","2","6","1.28"
"1475887.043","4454126.244","OLEU","0.8","2","6","2.68"
"1475887.285","4454126.562","OLEU","0.6","2","6","1.28"
"1475885.271","4454124.576","OLEU","0.6","2","6","1.28"
"1475885.513","4454124.895","OLEU","0.6","2","6","1.28"
"1475885.755","4454125.213","OLEU","1","2","6","1.98"
"1475885.998","4454125.531","OLEU","1.1","2","6","1.98"
"1475886.24","4454125.85","OLEU","1.1","2","6","2.68"
"1475886.482","4454126.168","OLEU","0.9","2","6","2.33"
"1475886.724","4454126.486","OLEU","0.8","2","6","1.28"
"1475886.967","4454126.804","OLEU","0.6","2","6","0.58"
"1475884.952","4454124.819","OLEU","0.7","2","6","1.98"
"1475885.195","4454125.137","OLEU","0.8","2","6","3.73"
"1475885.437","4454125.455","OLEU","1.4","2","6","4.78"
"1475885.679","4454125.774","OLEU","0.2","2","6","3.03"
"1475885.922","4454126.092","OLEU","0.7","2","6","1.28"
"1475886.164","4454126.41","OLEU","0.9","2","6","2.33"
"1475886.406","4454126.728","OLEU","0.9","2","6","11.78"
"1475886.648","4454127.047","OLEU","1.3","2","6","5.48"
"1475890.363","4454120.7","OLEU","0.6","2","7","1.28"
"1475890.606","4454121.018","PIPE","3.3","2","7","12.48"
"1475890.848","4454121.337","PIPE","3.2","2","7","16.68"
"1475891.09","4454121.655","PIPE","3.2","2","7","13.18"
"1475891.332","4454121.973","OLEU","0.4","2","7","1.63"
"1475891.575","4454122.291","OLEU","0.5","2","7","1.28"
"1475891.817","4454122.61","OLEU","0.3","2","7","0.93"
"1475892.059","4454122.928","PIPE","3.5","2","7","17.03"
"1475890.045","4454120.942","OLEU","0.8","2","7","0.93"
"1475890.287","4454121.261","OLEU","0.6","2","7","0.58"
"1475890.53","4454121.579","OLEU","1","2","7","0.93"
"1475890.772","4454121.897","PIPE","2.8","2","7","9.33"
"1475891.014","4454122.215","OLEU","0.6","2","7","0.93"
"1475891.256","4454122.534","OLEU","0.6","2","7","1.63"
"1475891.499","4454122.852","PIPE","2.3","2","7","10.73"
"1475891.741","4454123.17","PIPE","3","2","7","15.28"
"1475889.727","4454121.185","PIPE","3.8","2","7","10.73"
"1475889.969","4454121.503","PIPE","2.2","2","7","11.08"
"1475890.211","4454121.821","PIPE","2.9","2","7","5.48"
"1475890.454","4454122.139","PIPE","3.2","2","7","11.78"
"1475890.696","4454122.458","PIPE","2.4","2","7","13.18"
"1475890.938","4454122.776","OLEU","0.4","2","7","0.23"
"1475891.18","4454123.094","PIPE","2.4","2","7","11.43"
"1475891.423","4454123.413","OLEU","0.6","2","7","2.33"
"1475889.408","4454121.427","OLEU","0.8","2","7","2.33"
"1475889.651","4454121.745","OLEU","0.7","2","7","0.58"
"1475889.893","4454122.063","PIPE","3","2","7","13.53"
"1475890.135","4454122.382","OLEU","1","2","7","1.63"
"1475890.378","4454122.7","PIPE","2.7","2","7","7.58"
"1475890.62","4454123.018","PIPE","2.8","2","7","12.13"
"1475890.862","4454123.337","PIPE","3.1","2","7","10.38"
"1475891.104","4454123.655","PIPE","2.7","2","7","11.78"
"1475889.09","4454121.669","OLEU","0.5","2","7","0.58"
"1475889.332","4454121.987","PIPE","4.1","2","7","12.83"
"1475889.575","4454122.306","OLEU","1.2","2","7","0.00"
"1475889.817","4454122.624","OLEU","0.6","2","7","0.93"
"1475890.059","4454122.942","PIPE","2.4","2","7","10.73"
"1475890.302","4454123.261","OLEU","0.6","2","7","0.58"
"1475890.544","4454123.579","OLEU","0.6","2","7","0.58"
"1475890.786","4454123.897","PIPE","2.4","2","7","10.03"
"1475888.772","4454121.911","OLEU","0.6","2","7","0.58"
"1475889.014","4454122.23","OLEU","0.5","2","7","0.58"
"1475889.256","4454122.548","PIPE","3.6","2","7","5.48"
"1475889.499","4454122.866","OLEU","0.6","2","7","0.93"
"1475889.741","4454123.185","OLEU","0.4","2","7","0.58"
"1475889.983","4454123.503","OLEU","0.4","2","7","0.93"
"1475890.226","4454123.821","PIPE","2.4","2","7","6.88"
"1475890.468","4454124.139","PIPE","3.6","2","7","13.53"
"1475888.454","4454122.154","PIPE","3.5","2","7","16.68"
"1475888.696","4454122.472","OLEU","0.8","2","7","0.58"
"1475888.938","4454122.79","OLEU","0.7","2","7","0.58"
"1475889.18","4454123.109","PIPE","2.8","2","7","13.53"
"1475889.423","4454123.427","OLEU","0.4","2","7","0.58"
"1475889.665","4454123.745","PIPE","3.1","2","7","12.83"
"1475889.907","4454124.063","PIPE","3.4","2","7","10.03"
"1475890.15","4454124.382","OLEU","0.6","2","7","2.33"
"1475888.135","4454122.396","OLEU","0.8","2","7","0.93"
"1475888.378","4454122.714","PIPE","4","2","7","13.18"
"1475888.62","4454123.033","OLEU","0.4","2","7","0.93"
"1475888.862","4454123.351","OLEU","0.4","2","7","1.63"
"1475889.104","4454123.669","PIPE","2.9","2","7","14.23"
"1475889.347","4454123.987","PIPE","3.3","2","7","14.93"
"1475889.589","4454124.306","PIPE","2.7","2","7","10.03"
"1475889.831","4454124.624","OLEU","0.8","2","7","1.28"
"1475893.546","4454118.277","QUSU","3.6","2","8","3.03"
"1475893.789","4454118.596","ARUN","2","2","8","5.48"
"1475894.031","4454118.914","QUSU","1.5","2","8","1.63"
"1475894.273","4454119.232","ARUN","1.3","2","8","4.08"
"1475894.515","4454119.55","QUSU","1.6","2","8","3.38"
"1475894.758","4454119.869","QUSU","1.9","2","8","3.73"
"1475895","4454120.187","QUSU","0.6","2","8","1.28"
"1475895.242","4454120.505","QUSU","1.8","2","8","2.68"
"1475893.228","4454118.52","ARUN","2.1","2","8","5.83"
